"category","is_female","age_group","total","n","prop"
"Hypertension","0","[55,60)",2316,15449,0.149912615703282
"Arthritis","1","[55,60)",1765,20464,0.086249022673964
"Ischaemic heart disease","0","[50,55)",332,12800,0.0259375
"Cerebrovascular disease","0","[65,70)",548,20991,0.0261064265637654
"Diabetes","1","[65,70)",1183,22599,0.0523474490021682
"Respiratory disease","1","[40,45)",646,7159,0.0902360664897332
"Respiratory disease","0","[70,75)",701,5525,0.126877828054299
"Urinary system disease","0","[70,75)",755,5525,0.136651583710407
"Visual impairment","1","[65,70)",21992,22599,0.973140404442674
"Arthritis","0","[60,65)",2428,21827,0.11123837449031
"Skin ulcer","0","[60,65)",129,21827,0.00591011133000412
"Peripheral vascular disease","0","[70,75)",109,5525,0.0197285067873303
"Urinary incontinence","0","[70,75)",37,5525,0.00669683257918552
"Hypertension","0","[60,65)",4352,21827,0.199386081458744
"Ischaemic heart disease","1","[55,60)",295,20464,0.0144155590304926
"Urinary system disease","0","[60,65)",2072,21827,0.0949282998121593
"Urinary system disease","0","[55,60)",990,15449,0.0640818175933717
"Diabetes","0","[60,65)",1881,21827,0.0861776698584322
"Hypertension","0","[65,70)",5237,20991,0.249487875756277
"Hypertension","1","[55,60)",2186,20464,0.10682173573104
"Ischaemic heart disease","1","[70,75)",367,5684,0.064567206192822
"Ischaemic heart disease","1","[45,50)",56,14635,0.00382644345746498
"Peptic ulcer","0","[50,55)",35,12800,0.002734375
"Skin ulcer","1","[60,65)",67,27399,0.00244534472061024
"Diabetes","0","[70,75)",650,5525,0.117647058823529
"Skin ulcer","0","[65,70)",136,20991,0.00647896717640894
"Hypertension","1","[50,55)",1378,17563,0.078460399703923
"Osteoporosis","1","[65,70)",1533,22599,0.0678348599495553
"Urinary system disease","1","[50,55)",512,17563,0.0291521949553038
"Osteoporosis","1","[50,55)",304,17563,0.0173091157547116
"Weight loss and anorexia","0","[40,45)",1051,6031,0.174266290830708
"Diabetes","0","[55,60)",1019,15449,0.0659589617450968
"Weight loss and anorexia","0","[65,70)",2987,20991,0.142299080558335
"Chronic kidney disease","1","[50,55)",785,17563,0.044696236406081
"Weight loss and anorexia","1","[55,60)",3321,20464,0.162284988272088
"Weight loss and anorexia","1","[60,65)",4365,27399,0.159312383663637
"Weight loss and anorexia","1","[65,70)",3389,22599,0.149962387716271
"Visual impairment","1","[40,45)",4240,7159,0.592261489034781
"Diabetes","0","[40,45)",146,6031,0.0242082573370917
"Chronic kidney disease","1","[40,45)",213,7159,0.0297527587651907
"Weight loss and anorexia","1","[50,55)",2837,17563,0.161532767750384
"Chronic kidney disease","1","[55,60)",1198,20464,0.0585418295543393
"Diabetes","0","[45,50)",396,11440,0.0346153846153846
"Chronic kidney disease","0","[65,70)",2300,20991,0.109570768424563
"Weight loss and anorexia","0","[45,50)",1869,11440,0.163374125874126
"Chronic kidney disease","0","[60,65)",1741,21827,0.0797635955467998
"Diabetes","0","[50,55)",633,12800,0.049453125
"Diabetes","1","[55,60)",678,20464,0.0331313526192338
"Diabetes","1","[50,55)",466,17563,0.0265330524397882
"Falls","1","[60,65)",470,27399,0.0171539107266689
"Chronic kidney disease","1","[65,70)",2339,22599,0.103500154874109
"Diabetes","1","[60,65)",1166,27399,0.0425562976750976
"Weight loss and anorexia","1","[70,75)",842,5684,0.148135116115412
"Anaemia and haematinic deficiency","1","[55,60)",467,20464,0.0228205629397967
"Visual impairment","0","[70,75)",5318,5525,0.962533936651584
"Visual impairment","0","[60,65)",20830,21827,0.954322627937875
"Thyroid disease","1","[45,50)",507,14635,0.034642979159549
"Thyroid disease","1","[40,45)",238,7159,0.0332448666014807
"Urinary incontinence","1","[60,65)",680,27399,0.0248184240300741
"Visual impairment","1","[70,75)",5545,5684,0.975545390570021
"Anaemia and haematinic deficiency","0","[55,60)",268,15449,0.0173474011262865
"Visual impairment","0","[55,60)",14410,15449,0.9327464560813
"Visual impairment","0","[65,70)",20144,20991,0.959649373541041
"Chronic kidney disease","1","[45,50)",516,14635,0.0352579432866416
"Chronic kidney disease","1","[70,75)",692,5684,0.121745249824068
"Weight loss and anorexia","0","[60,65)",3321,21827,0.152151005635222
"Chronic kidney disease","1","[60,65)",2167,27399,0.0790904777546626
"Weight loss and anorexia","0","[70,75)",751,5525,0.135927601809955
"Visual impairment","1","[45,50)",10748,14635,0.734403826443457
"Weight loss and anorexia","0","[55,60)",2355,15449,0.152437050941809
"Weight loss and anorexia","0","[50,55)",1947,12800,0.152109375
"Thyroid disease","1","[60,65)",1637,27399,0.0597467060841637
"Housebound","0","[40,45)",11,6031,0.00182390979936992
"Requirement for care","0","[70,75)",14,5525,0.00253393665158371
"Chronic kidney disease","0","[55,60)",946,15449,0.0612337368114441
"Thyroid disease","1","[65,70)",1500,22599,0.0663746183459445
"Falls","1","[55,60)",321,20464,0.0156860828772479
"Anaemia and haematinic deficiency","1","[50,55)",635,17563,0.0361555542902693
"Hearing impairment","1","[60,65)",790,27399,0.0288331690937625
"Cerebrovascular disease","1","[55,60)",153,20464,0.00747654417513683
"Arthritis","1","[45,50)",424,14635,0.0289716433208063
"Hypertension","0","[45,50)",824,11440,0.072027972027972
"Weight loss and anorexia","1","[45,50)",2469,14635,0.168705158865733
"Visual impairment","1","[60,65)",26625,27399,0.971750793824592
"Falls","1","[65,70)",485,22599,0.0214611265985221
"Anaemia and haematinic deficiency","1","[60,65)",563,27399,0.0205481951896055
"Anaemia and haematinic deficiency","1","[40,45)",282,7159,0.039390976393351
"Thyroid disease","1","[50,55)",774,17563,0.0440699197175881
"Urinary system disease","1","[55,60)",702,20464,0.0343041438623925
"Social vulnerability","0","[45,50)",43,11440,0.00375874125874126
"Weight loss and anorexia","1","[40,45)",1279,7159,0.178656236904596
"Falls","0","[45,50)",63,11440,0.00550699300699301
"Heart failure","0","[65,70)",273,20991,0.0130055738173503
"Urinary system disease","1","[65,70)",1033,22599,0.0457099871675738
"Peripheral vascular disease","1","[65,70)",159,22599,0.00703570954467012
"Diabetes","1","[70,75)",347,5684,0.0610485573539761
"Anaemia and haematinic deficiency","0","[65,70)",600,20991,0.0285836787194512
"Chronic kidney disease","0","[70,75)",745,5525,0.134841628959276
"Social vulnerability","1","[45,50)",52,14635,0.00355312606764605
"Visual impairment","0","[50,55)",10970,12800,0.85703125
"Thyroid disease","0","[50,55)",151,12800,0.011796875
"Diabetes","1","[40,45)",106,7159,0.0148065372258695
"Chronic kidney disease","0","[50,55)",634,12800,0.04953125
"Diabetes","1","[45,50)",264,14635,0.0180389477280492
"Housebound","1","[55,60)",100,20464,0.00488663017982799
"Social vulnerability","1","[70,75)",97,5684,0.0170654468684025
"Visual impairment","1","[55,60)",19601,20464,0.957828381548084
"Hearing impairment","0","[65,70)",1129,20991,0.0537849554571007
"Hypertension","1","[70,75)",1339,5684,0.235573539760732
"Hypertension","0","[40,45)",291,6031,0.0482507046924225
"Social vulnerability","0","[65,70)",172,20991,0.00819398789957601
"Falls","1","[45,50)",116,14635,0.00792620430474889
"Foot problems","1","[60,65)",66,27399,0.00240884703821307
"Atrial fibrillation","0","[70,75)",225,5525,0.0407239819004525
"Cerebrovascular disease","0","[70,75)",186,5525,0.0336651583710407
"Cerebrovascular disease","1","[60,65)",249,27399,0.00908792291689478
"Thyroid disease","1","[70,75)",399,5684,0.0701970443349754
"Hearing impairment","1","[55,60)",473,20464,0.0231137607505864
"Fragility fracture","1","[55,60)",194,20464,0.0094800625488663
"Skin ulcer","1","[50,55)",29,17563,0.00165119854239025
"Fragility fracture","1","[65,70)",406,22599,0.017965396698969
"Urinary system disease","0","[50,55)",584,12800,0.045625
"Anaemia and haematinic deficiency","1","[65,70)",626,22599,0.0277003407230408
"Chronic kidney disease","0","[45,50)",447,11440,0.0390734265734266
"Cerebrovascular disease","1","[70,75)",147,5684,0.0258620689655172
"Housebound","0","[65,70)",174,20991,0.00828926682864085
"Thyroid disease","0","[70,75)",104,5525,0.0188235294117647
"Anaemia and haematinic deficiency","0","[50,55)",189,12800,0.014765625
"Falls","1","[70,75)",145,5684,0.0255102040816327
"Ischaemic heart disease","0","[45,50)",155,11440,0.013548951048951
"Social vulnerability","1","[60,65)",197,27399,0.00719004343224205
"Foot problems","0","[70,75)",25,5525,0.00452488687782805
"Falls","1","[50,55)",204,17563,0.0116153276775038
"Memory and cognitive problems","0","[65,70)",146,20991,0.00695536182173312
"Dizziness","1","[60,65)",1248,27399,0.0455491076316654
"Social vulnerability","0","[70,75)",61,5525,0.0110407239819005
"Cerebrovascular disease","0","[60,65)",395,21827,0.0180968525221057
"Falls","0","[55,60)",90,15449,0.00582561978121561
"Social vulnerability","1","[50,55)",121,17563,0.0068894835734214
"Falls","0","[50,55)",68,12800,0.0053125
"Thyroid disease","1","[55,60)",1106,20464,0.0540461297888976
"Housebound","1","[60,65)",211,27399,0.0077010109858024
"Housebound","1","[50,55)",71,17563,0.00404258953481751
"Peptic ulcer","0","[40,45)",8,6031,0.00132647985408722
"Urinary system disease","0","[40,45)",174,6031,0.0288509368263969
"Social vulnerability","0","[55,60)",79,15449,0.0051135995857337
"Urinary system disease","1","[70,75)",260,5684,0.0457424349049965
"Cerebrovascular disease","1","[65,70)",346,22599,0.0153104119651312
"Memory and cognitive problems","0","[70,75)",56,5525,0.0101357466063348
"Falls","0","[65,70)",210,20991,0.0100042875518079
"Housebound","1","[70,75)",69,5684,0.0121393384940183
"Housebound","0","[55,60)",79,15449,0.0051135995857337
"Skin ulcer","0","[55,60)",70,15449,0.00453103760761214
"Hypotension / syncope","1","[65,70)",423,22599,0.0187176423735564
"Anaemia and haematinic deficiency","0","[70,75)",175,5525,0.0316742081447964
"Housebound","1","[65,70)",230,22599,0.0101774414797115
"Requirement for care","0","[50,55)",11,12800,0.000859375
"Heart failure","0","[70,75)",89,5525,0.0161085972850679
"Hearing impairment","1","[40,45)",106,7159,0.0148065372258695
"Atrial fibrillation","1","[40,45)",6,7159,0.000838105880709596
"Housebound","1","[40,45)",24,7159,0.00335242352283839
"Social vulnerability","1","[65,70)",258,22599,0.0114164343555025
"Dizziness","1","[50,55)",720,17563,0.0409952741558959
"Dizziness","0","[70,75)",252,5525,0.0456108597285068
"Atrial fibrillation","0","[65,70)",622,20991,0.0296317469391644
"Fragility fracture","0","[50,55)",60,12800,0.0046875
"Polypharmacy","1","[65,70)",13,22599,0.000575246692331519
"Anaemia and haematinic deficiency","0","[60,65)",462,21827,0.0211664452283869
"Anaemia and haematinic deficiency","1","[45,50)",603,14635,0.0412025965152033
"Social vulnerability","0","[60,65)",135,21827,0.00618500022907408
"Polypharmacy","1","[60,65)",10,27399,0.000364976823971678
"Visual impairment","1","[50,55)",16010,17563,0.911575471160963
"Anaemia and haematinic deficiency","1","[70,75)",169,5684,0.0297325826882477
"Polypharmacy","0","[50,55)",6,12800,0.00046875
"Foot problems","0","[65,70)",84,20991,0.00400171502072317
"Osteoporosis","1","[60,65)",1435,27399,0.0523741742399358
"Hearing impairment","0","[60,65)",848,21827,0.0388509644018876
"Falls","0","[60,65)",183,21827,0.00838411142163376
"Memory and cognitive problems","1","[60,65)",83,27399,0.00302930763896493
"Chronic kidney disease","0","[40,45)",173,6031,0.028685126844636
"Housebound","0","[70,75)",48,5525,0.00868778280542986
"Falls","0","[70,75)",76,5525,0.0137556561085973
"Dizziness","0","[55,60)",399,15449,0.0258269143633892
"Cerebrovascular disease","1","[50,55)",88,17563,0.00501053350794283
"Osteoporosis","1","[55,60)",710,20464,0.0346950742767787
"Cerebrovascular disease","0","[55,60)",178,15449,0.0115217813450709
"Dizziness","1","[45,50)",522,14635,0.03566791937137
"Hypertension","1","[45,50)",702,14635,0.0479672019132217
"Hearing impairment","0","[70,75)",340,5525,0.0615384615384615
"Thyroid disease","0","[55,60)",185,15449,0.0119748851058321
"Urinary incontinence","1","[65,70)",593,22599,0.0262400991194301
"Cerebrovascular disease","0","[50,55)",105,12800,0.008203125
"Social vulnerability","1","[55,60)",111,20464,0.00542415949960907
"Housebound","0","[60,65)",133,21827,0.00609337059605076
"Cerebrovascular disease","1","[45,50)",54,14635,0.00368978476255552
"Hypotension / syncope","1","[55,60)",269,20464,0.0131450351837373
"Housebound","0","[45,50)",31,11440,0.00270979020979021
"Dizziness","1","[65,70)",1228,22599,0.0543386875525466
"Thyroid disease","0","[40,45)",48,6031,0.0079588791245233
"Urinary system disease","1","[45,50)",416,14635,0.0284250085411684
"Atrial fibrillation","1","[65,70)",277,22599,0.0122571795212178
"Foot problems","0","[60,65)",50,21827,0.00229074082558299
"Peripheral vascular disease","0","[65,70)",353,20991,0.0168167309799438
"Memory and cognitive problems","1","[65,70)",112,22599,0.00495597150316386
"Foot problems","1","[65,70)",70,22599,0.00309748218947741
"Visual impairment","0","[40,45)",2942,6031,0.487812966340574
"Atrial fibrillation","0","[60,65)",401,21827,0.0183717414211756
"Heart failure","0","[60,65)",200,21827,0.00916296330233197
"Social vulnerability","1","[40,45)",35,7159,0.00488895097080598
"Visual impairment","0","[45,50)",7274,11440,0.635839160839161
"Foot problems","1","[55,60)",38,20464,0.00185691946833464
"Thyroid disease","0","[60,65)",342,21827,0.0156686672469877
"Urinary system disease","1","[60,65)",1033,27399,0.0377021059162743
"Polypharmacy","0","[45,50)",3,11440,0.000262237762237762
"Thyroid disease","0","[65,70)",443,20991,0.0211042827878615
"Hypotension / syncope","0","[45,50)",88,11440,0.00769230769230769
"Urinary system disease","0","[45,50)",397,11440,0.0347027972027972
"Falls","1","[40,45)",55,7159,0.00768263723983797
"Hypotension / syncope","1","[60,65)",457,27399,0.0166794408555057
"Hypotension / syncope","0","[65,70)",443,20991,0.0211042827878615
"Dizziness","0","[45,50)",188,11440,0.0164335664335664
"Housebound","1","[45,50)",49,14635,0.00334813802528186
"Hypotension / syncope","1","[70,75)",133,5684,0.0233990147783251
"Osteoporosis","1","[70,75)",425,5684,0.074771287825475
"Housebound","0","[50,55)",45,12800,0.003515625
"Urinary incontinence","1","[40,45)",151,7159,0.0210923313311915
"Heart failure","0","[55,60)",73,15449,0.00472522493365266
"Hypotension / syncope","1","[50,55)",215,17563,0.0122416443659967
"Hearing impairment","0","[55,60)",419,15449,0.0271214965369927
"Hearing impairment","0","[50,55)",290,12800,0.02265625
"Hypertension","1","[40,45)",201,7159,0.0280765470037715
"Hypotension / syncope","0","[60,65)",347,21827,0.015897741329546
"Fragility fracture","0","[65,70)",106,20991,0.00504978324043638
"Urinary incontinence","1","[70,75)",151,5684,0.0265657987332864
"Urinary incontinence","1","[55,60)",503,20464,0.0245797498045348
"Requirement for care","0","[65,70)",39,20991,0.00185793911676433
"Polypharmacy","1","[55,60)",17,20464,0.000830727130570758
"Thyroid disease","0","[45,50)",109,11440,0.00952797202797203
"Atrial fibrillation","0","[55,60)",156,15449,0.0100977409541071
"Requirement for care","1","[40,45)",3,7159,0.000419052940354798
"Dizziness","0","[60,65)",610,21827,0.0279470380721125
"Atrial fibrillation","1","[60,65)",180,27399,0.0065695828314902
"Arthritis","0","[40,45)",175,6031,0.0290167468081579
"Urinary incontinence","0","[55,60)",33,15449,0.00213606058644572
"Social vulnerability","0","[50,55)",61,12800,0.004765625
"Anaemia and haematinic deficiency","0","[45,50)",106,11440,0.00926573426573427
"Osteoporosis","0","[65,70)",221,20991,0.0105283216616645
"Activity limitation","0","[65,70)",29,20991,0.00138154447144014
"Requirement for care","0","[60,65)",25,21827,0.0011453704127915
"Heart failure","1","[60,65)",58,27399,0.00211686557903573
"Cerebrovascular disease","0","[45,50)",40,11440,0.0034965034965035
"Polypharmacy","1","[45,50)",3,14635,0.000204988042364195
"Social vulnerability","0","[40,45)",22,6031,0.00364781959873984
"Polypharmacy","1","[50,55)",8,17563,0.000455503046176621
"Cerebrovascular disease","1","[40,45)",14,7159,0.00195558038832239
"Requirement for care","1","[45,50)",15,14635,0.00102494021182098
"Urinary system disease","1","[40,45)",216,7159,0.0301718117055455
"Skin ulcer","1","[45,50)",11,14635,0.00075162282200205
"Activity limitation","1","[60,65)",11,27399,0.000401474506368846
"Requirement for care","1","[65,70)",19,22599,0.000840745165715297
"Peptic ulcer","0","[65,70)",90,20991,0.00428755180791768
"Parkinsonism and tremor","0","[65,70)",168,20991,0.00800343004144633
"Sleep disturbance","0","[65,70)",287,20991,0.0136725263208042
"Dyspnoea","0","[65,70)",1775,20991,0.0845600495450431
"Dyspnoea","1","[65,70)",1979,22599,0.0875702464710828
"Mobility and transfer problems","1","[55,60)",48,20464,0.00234558248631744
"Dyspnoea","1","[70,75)",559,5684,0.0983462350457424
"Sleep disturbance","1","[60,65)",591,27399,0.0215701302967262
"Mobility and transfer problems","0","[65,70)",125,20991,0.00595493306655233
"Dyspnoea","1","[60,65)",1901,27399,0.069382094237016
"Mobility and transfer problems","1","[65,70)",113,22599,0.00500022124872782
"Dyspnoea","0","[55,60)",841,15449,0.0544371804000259
"Dyspnoea","0","[50,55)",575,12800,0.044921875
"Hearing impairment","1","[50,55)",289,17563,0.0164550475431304
"Dyspnoea","1","[55,60)",1257,20464,0.0614249413604378
"Atrial fibrillation","0","[45,50)",43,11440,0.00375874125874126
"Dyspnoea","0","[60,65)",1373,21827,0.062903743070509
"Sleep disturbance","1","[65,70)",484,22599,0.0214168768529581
"Dyspnoea","0","[70,75)",524,5525,0.094841628959276
"Heart valve disease","0","[65,70)",83,20991,0.00395407555619075
"Dizziness","1","[40,45)",247,7159,0.034502025422545
"Urinary incontinence","1","[50,55)",479,17563,0.0272732448898252
"Parkinsonism and tremor","0","[50,55)",25,12800,0.001953125
"Dizziness","1","[55,60)",876,20464,0.0428068803752932
"Mobility and transfer problems","0","[60,65)",92,21827,0.00421496311907271
"Fragility fracture","0","[45,50)",50,11440,0.00437062937062937
"Parkinsonism and tremor","0","[60,65)",118,21827,0.00540614834837586
"Atrial fibrillation","1","[70,75)",89,5684,0.0156579873328642
"Heart failure","1","[50,55)",17,17563,0.00096794397312532
"Dyspnoea","1","[50,55)",1056,17563,0.060126402095314
"Hearing impairment","0","[40,45)",90,6031,0.0149228983584812
"Sleep disturbance","1","[70,75)",149,5684,0.0262139338494018
"Heart failure","1","[65,70)",85,22599,0.00376122837293686
"Dyspnoea","1","[40,45)",415,7159,0.0579689900824137
"Sleep disturbance","1","[45,50)",251,14635,0.0171506662111377
"Peripheral vascular disease","1","[60,65)",115,27399,0.00419723347567429
"Skin ulcer","1","[65,70)",84,22599,0.00371697862737289
"Dizziness","0","[65,70)",771,20991,0.0367300271544948
"Memory and cognitive problems","0","[60,65)",88,21827,0.00403170385302607
"Urinary incontinence","1","[45,50)",356,14635,0.0243252476938845
"Sleep disturbance","1","[55,60)",460,20464,0.0224784988272088
"Dyspnoea","0","[45,50)",444,11440,0.0388111888111888
"Sleep disturbance","1","[50,55)",360,17563,0.020497637077948
"Fragility fracture","0","[55,60)",59,15449,0.00381901741213023
"Heart valve disease","0","[60,65)",45,21827,0.00206166674302469
"Sleep disturbance","0","[55,60)",197,15449,0.0127516344099942
"Dizziness","1","[70,75)",338,5684,0.0594651653764954
"Anaemia and haematinic deficiency","0","[40,45)",49,6031,0.0081246891062842
"Sleep disturbance","0","[45,50)",165,11440,0.0144230769230769
"Dizziness","0","[50,55)",271,12800,0.021171875
"Peptic ulcer","1","[60,65)",56,27399,0.0020438702142414
"Skin ulcer","0","[50,55)",38,12800,0.00296875
"Peripheral vascular disease","1","[70,75)",47,5684,0.00826882477128783
"Sleep disturbance","0","[50,55)",180,12800,0.0140625
"Hypotension / syncope","0","[50,55)",129,12800,0.010078125
"Heart valve disease","0","[70,75)",33,5525,0.00597285067873303
"Sleep disturbance","0","[60,65)",286,21827,0.0131030375223347
"Dyspnoea","1","[45,50)",789,14635,0.0539118551417834
"Fragility fracture","1","[45,50)",53,14635,0.00362145541510079
"Osteoporosis","0","[70,75)",57,5525,0.010316742081448
"Mobility and transfer problems","0","[55,60)",55,15449,0.00356010097740954
"Parkinsonism and tremor","1","[60,65)",113,27399,0.00412423811087996
"Dyspnoea","0","[40,45)",239,6031,0.0396285856408556
"Peripheral vascular disease","1","[45,50)",24,14635,0.00163990433891356
"Hypotension / syncope","0","[70,75)",144,5525,0.0260633484162896
"Fragility fracture","1","[70,75)",115,5684,0.0202322308233638
"Heart valve disease","1","[70,75)",12,5684,0.00211118930330753
"Peptic ulcer","0","[55,60)",62,15449,0.00401320473817076
"Sleep disturbance","1","[40,45)",136,7159,0.0189970666294175
"Hearing impairment","0","[45,50)",203,11440,0.0177447552447552
"Fragility fracture","1","[50,55)",91,17563,0.00518134715025907
"Hypotension / syncope","0","[40,45)",43,6031,0.00712982921571879
"Parkinsonism and tremor","1","[50,55)",36,17563,0.0020497637077948
"Urinary incontinence","0","[65,70)",90,20991,0.00428755180791768
"Mobility and transfer problems","1","[60,65)",97,27399,0.00354027519252527
"Memory and cognitive problems","1","[55,60)",56,20464,0.00273651290070367
"Atrial fibrillation","1","[55,60)",64,20464,0.00312744331508991
"Sleep disturbance","0","[70,75)",87,5525,0.0157466063348416
"Peripheral vascular disease","0","[55,60)",108,15449,0.00699074373745874
"Peripheral vascular disease","0","[60,65)",216,21827,0.00989600036651853
"Peripheral vascular disease","0","[50,55)",56,12800,0.004375
"Atrial fibrillation","0","[50,55)",78,12800,0.00609375
"Parkinsonism and tremor","1","[65,70)",124,22599,0.00548696844993141
"Osteoporosis","1","[45,50)",139,14635,0.00949777929620772
"Osteoporosis","0","[50,55)",49,12800,0.003828125
"Hypotension / syncope","0","[55,60)",205,15449,0.0132694672794356
"Osteoporosis","1","[40,45)",46,7159,0.00642547841877357
"Skin ulcer","1","[70,75)",30,5684,0.00527797325826882
"Parkinsonism and tremor","0","[70,75)",53,5525,0.00959276018099547
"Mobility and transfer problems","1","[50,55)",38,17563,0.00216363946933895
"Peptic ulcer","0","[60,65)",92,21827,0.00421496311907271
"Activity limitation","1","[45,50)",5,14635,0.000341646737273659
"Osteoporosis","0","[40,45)",14,6031,0.00232133974465263
"Peripheral vascular disease","1","[50,55)",35,17563,0.00199282582702272
"Hypotension / syncope","1","[45,50)",153,14635,0.010454390160574
"Osteoporosis","0","[60,65)",142,21827,0.0065057039446557
"Skin ulcer","1","[55,60)",40,20464,0.0019546520719312
"Mobility and transfer problems","0","[45,50)",24,11440,0.0020979020979021
"Peripheral vascular disease","1","[55,60)",50,20464,0.002443315089914
"Dizziness","0","[40,45)",86,6031,0.0142596584314376
"Heart failure","1","[55,60)",29,20464,0.00141712275215012
"Peptic ulcer","0","[70,75)",19,5525,0.00343891402714932
"Foot problems","1","[50,55)",25,17563,0.00142344701930194
"Heart valve disease","1","[65,70)",39,22599,0.00172574007699456
"Fragility fracture","0","[60,65)",96,21827,0.00439822238511935
"Urinary incontinence","0","[60,65)",59,21827,0.00270307417418793
"Peptic ulcer","1","[55,60)",31,20464,0.00151485535574668
"Memory and cognitive problems","0","[50,55)",20,12800,0.0015625
"Osteoporosis","0","[45,50)",38,11440,0.00332167832167832
"Urinary incontinence","0","[40,45)",9,6031,0.00149228983584812
"Peptic ulcer","1","[70,75)",19,5684,0.00334271639690359
"Heart failure","0","[40,45)",5,6031,0.00082904990880451
"Parkinsonism and tremor","1","[55,60)",50,20464,0.002443315089914
"Cerebrovascular disease","0","[40,45)",27,6031,0.00447686950754435
"Urinary incontinence","0","[45,50)",15,11440,0.00131118881118881
"Activity limitation","0","[60,65)",18,21827,0.000824666697209878
"Peptic ulcer","1","[50,55)",25,17563,0.00142344701930194
"Hypotension / syncope","1","[40,45)",64,7159,0.00893979606090236
"Mobility and transfer problems","1","[45,50)",22,14635,0.0015032456440041
"Memory and cognitive problems","0","[55,60)",39,15449,0.00252443523852677
"Peptic ulcer","1","[65,70)",79,22599,0.00349572989955308
"Osteoporosis","0","[55,60)",85,15449,0.00550197423781475
"Sleep disturbance","0","[40,45)",82,6031,0.013596418504394
"Mobility and transfer problems","0","[50,55)",23,12800,0.001796875
"Parkinsonism and tremor","0","[55,60)",56,15449,0.00362483008608971
"Fragility fracture","0","[70,75)",24,5525,0.00434389140271493
"Mobility and transfer problems","1","[40,45)",9,7159,0.00125715882106439
"Parkinsonism and tremor","0","[40,45)",6,6031,0.000994859890565412
"Falls","0","[40,45)",19,6031,0.00315038965345714
"Parkinsonism and tremor","1","[70,75)",25,5684,0.00439831104855735
"Peptic ulcer","1","[45,50)",12,14635,0.000819952169456782
"Heart valve disease","0","[40,45)",1,6031,0.000165809981760902
"Atrial fibrillation","1","[45,50)",17,14635,0.00116159890673044
"Heart failure","0","[45,50)",28,11440,0.00244755244755245
"Activity limitation","0","[45,50)",6,11440,0.000524475524475524
"Fragility fracture","0","[40,45)",18,6031,0.00298457967169624
"Heart failure","0","[50,55)",45,12800,0.003515625
"Polypharmacy","0","[55,60)",7,15449,0.000453103760761214
"Requirement for care","1","[60,65)",22,27399,0.000802949012737691
"Foot problems","0","[55,60)",22,15449,0.00142404039096382
"Polypharmacy","0","[65,70)",11,20991,0.000524034109856605
"Memory and cognitive problems","0","[45,50)",19,11440,0.00166083916083916
"Foot problems","0","[45,50)",6,11440,0.000524475524475524
"Requirement for care","0","[40,45)",5,6031,0.00082904990880451
"Foot problems","1","[70,75)",16,5684,0.00281491907107671
