"category","is_female","age_group","total","n","prop"
"Thyroid","1","[55,60)",947,20464,0.0462763878029711
"Depress","0","[55,60)",465,15449,0.0300990355362807
"Arthritis","0","[50,55)",750,12800,0.05859375
"CAD","0","[55,60)",458,15449,0.0296459317755195
"Chronpain","0","[50,55)",456,12800,0.035625
"Depress","1","[45,50)",783,14635,0.053501879057055
"Diabetes","0","[60,65)",1414,21827,0.0647821505474871
"HTN","1","[60,65)",3361,27399,0.122668710536881
"AFIB","1","[50,55)",27,17563,0.0015373227808461
"AFIB","0","[65,70)",429,20991,0.0204373302844076
"Osteo","1","[60,65)",748,27399,0.0273002664330815
"Thyroid","0","[60,65)",295,21827,0.0135153708709397
"HTN","0","[70,75)",1261,5525,0.228235294117647
"Chronpain","1","[40,45)",307,7159,0.042883084229641
"Lung","1","[55,60)",1010,20464,0.0493549648162627
"Kidney","1","[70,75)",400,5684,0.0703729767769177
"Cancer","1","[65,70)",892,22599,0.039470773043055
"Thyroid","1","[50,55)",665,17563,0.0378636907134316
"Thyroid","1","[40,45)",208,7159,0.0290543371979327
"Anemia","0","[50,55)",140,12800,0.0109375
"Depress","1","[55,60)",887,20464,0.0433444096950743
"Arthritis","1","[65,70)",3268,22599,0.144608168503031
"Osteo","1","[65,70)",852,22599,0.0377007832204965
"CAD","0","[65,70)",1508,20991,0.0718403125148873
"Arthritis","0","[65,70)",2989,20991,0.142394359487399
"Hearing","1","[60,65)",569,27399,0.0207671812839885
"Arthritis","1","[60,65)",3103,27399,0.113252308478412
"Depress","0","[60,65)",552,21827,0.0252897787144362
"Arthritis","0","[55,60)",1300,15449,0.0841478412842255
"Anxiety","0","[60,65)",136,21827,0.00623081504558574
"Fatigue","1","[55,60)",446,20464,0.0217943706020328
"HTN","0","[45,50)",650,11440,0.0568181818181818
"Depress","0","[45,50)",353,11440,0.0308566433566434
"Hearing","0","[70,75)",230,5525,0.0416289592760181
"Chronpain","0","[55,60)",519,15449,0.03359440740501
"PVD","1","[60,65)",919,27399,0.0335413701229972
"Chronpain","1","[60,65)",1203,27399,0.0439067119237928
"CVA","0","[60,65)",253,21827,0.0115911485774499
"Lung","0","[40,45)",216,6031,0.0358149560603548
"Anemia","1","[55,60)",339,20464,0.0165656763096169
"Anemia","1","[65,70)",446,22599,0.0197353865215275
"Lung","0","[55,60)",685,15449,0.0443394394459188
"Fatigue","1","[60,65)",542,27399,0.0197817438592649
"Incont","1","[65,70)",490,22599,0.0216823753263419
"CVA","1","[65,70)",216,22599,0.00955794504181601
"Depress","1","[50,55)",870,17563,0.0495359562717076
"HF","0","[65,70)",236,20991,0.0112429136296508
"Lung","0","[60,65)",1129,21827,0.051724927841664
"Lung","1","[65,70)",1515,22599,0.067038364529404
"Anemia","0","[60,65)",345,21827,0.0158061116965227
"Hearing","1","[55,60)",346,20464,0.0169077404222048
"Hearing","1","[50,55)",182,17563,0.0103626943005181
"Fatigue","0","[60,65)",308,21827,0.0141109634855912
"Cancer","1","[45,50)",202,14635,0.0138025281858558
"Thyroid","1","[65,70)",1229,22599,0.0543829372981105
"Fatigue","1","[65,70)",472,22599,0.0208858799061905
"PVD","1","[50,55)",505,17563,0.0287536297898992
"PVD","1","[65,70)",974,22599,0.0430992521793
"Arthritis","1","[70,75)",890,5684,0.156579873328642
"Diabetes","1","[60,65)",858,27399,0.03131501149677
"Thyroid","1","[45,50)",423,14635,0.0289033139733516
"Diabetes","1","[45,50)",202,14635,0.0138025281858558
"Depress","1","[40,45)",423,7159,0.0590864645900265
"Diabetes","1","[50,55)",343,17563,0.0195296931048226
"Arthritis","0","[70,75)",890,5525,0.161085972850679
"Arthritis","0","[40,45)",177,6031,0.0293483667716797
"CAD","0","[70,75)",461,5525,0.0834389140271493
"Anemia","0","[55,60)",196,15449,0.012686905301314
"Chronpain","1","[55,60)",864,20464,0.0422204847537138
"Chronpain","0","[40,45)",244,6031,0.0404576355496601
"Diabetes","0","[70,75)",479,5525,0.0866968325791855
"Lung","1","[60,65)",1560,27399,0.0569363845395817
"CAD","1","[45,50)",46,14635,0.00314314998291766
"Incont","0","[70,75)",45,5525,0.0081447963800905
"Chronpain","1","[50,55)",740,17563,0.0421340317713375
"Osteo","1","[50,55)",128,17563,0.00728804873882594
"CAD","1","[65,70)",662,22599,0.0292933315633435
"Chronpain","1","[65,70)",972,22599,0.043010752688172
"Thyroid","0","[55,60)",159,15449,0.0102919282801476
"PD","0","[65,70)",192,20991,0.00914677719022438
"Chronpain","0","[60,65)",778,21827,0.0356439272460714
"Vision","0","[70,75)",163,5525,0.0295022624434389
"Depress","0","[50,55)",411,12800,0.032109375
"Kidney","0","[70,75)",422,5525,0.0763800904977376
"Cancer","0","[60,65)",873,21827,0.0399963348146791
"Kidney","0","[55,60)",323,15449,0.020907502103696
"Anemia","0","[65,70)",448,20991,0.0213424801105236
"Cancer","0","[45,50)",110,11440,0.00961538461538462
"CVA","1","[55,60)",101,20464,0.00493549648162627
"Vision","0","[60,65)",350,21827,0.016035185779081
"HTN","0","[50,55)",1110,12800,0.08671875
"Thyroid","0","[65,70)",379,20991,0.0180553570577867
"Dementia","0","[55,60)",96,15449,0.00621399443329665
"Arthritis","1","[50,55)",925,17563,0.0526675397141718
"Vision","0","[50,55)",108,12800,0.0084375
"Vision","0","[65,70)",471,20991,0.0224381877947692
"PVD","0","[70,75)",270,5525,0.048868778280543
"Anemia","1","[50,55)",468,17563,0.0266469282013323
"Liver","1","[55,60)",79,20464,0.00386043784206411
"HTN","0","[40,45)",220,6031,0.0364781959873984
"CAD","0","[50,55)",225,12800,0.017578125
"Anxiety","1","[40,45)",86,7159,0.0120128509568375
"Lung","0","[45,50)",441,11440,0.038548951048951
"PVD","0","[65,70)",1027,20991,0.048925730074794
"CVA","0","[50,55)",72,12800,0.005625
"Arthritis","1","[40,45)",137,7159,0.0191367509428691
"Incont","1","[55,60)",387,20464,0.0189112587959343
"HF","1","[70,75)",33,5684,0.00580577058409571
"PVD","1","[55,60)",663,20464,0.0323983580922596
"AFIB","0","[40,45)",13,6031,0.00215552976289173
"Anemia","0","[45,50)",72,11440,0.00629370629370629
"PD","0","[60,65)",132,21827,0.0060475557795391
"Osteo","1","[70,75)",253,5684,0.0445109078114004
"Fatigue","1","[45,50)",337,14635,0.0230269900922446
"Chronpain","1","[45,50)",612,14635,0.0418175606422959
"AFIB","1","[60,65)",127,27399,0.00463520566444031
"HF","0","[60,65)",175,21827,0.00801759288954048
"Vision","1","[65,70)",518,22599,0.0229213682021328
"Thyroid","1","[70,75)",326,5684,0.0573539760731879
"CAD","1","[60,65)",477,27399,0.017409394503449
"Liver","1","[50,55)",61,17563,0.00347321072709674
"Lung","1","[50,55)",809,17563,0.0460627455446108
"Diabetes","0","[55,60)",742,15449,0.0480289986406887
"HTN","1","[40,45)",161,7159,0.0224891744657075
"CVA","0","[65,70)",345,20991,0.0164356152636844
"PVD","0","[50,55)",324,12800,0.0253125
"Thyroid","0","[50,55)",131,12800,0.010234375
"Diabetes","0","[50,55)",490,12800,0.03828125
"PerNeuro","1","[65,70)",35,22599,0.00154874109473871
"CAD","1","[70,75)",249,5684,0.0438071780436312
"Vision","1","[45,50)",91,14635,0.00621797061838059
"Fatigue","0","[55,60)",189,15449,0.0122338015405528
"Osteo","1","[55,60)",341,20464,0.0166634089132134
"Cancer","0","[40,45)",61,6031,0.010114408887415
"HF","0","[55,60)",71,15449,0.00459576671629232
"Kidney","1","[65,70)",1208,22599,0.0534536926412673
"AFIB","0","[60,65)",295,21827,0.0135153708709397
"Anemia","1","[45,50)",429,14635,0.0293132900580799
"Incont","1","[50,55)",331,17563,0.0188464385355577
"Lung","1","[70,75)",402,5684,0.0707248416608023
"Depress","0","[65,70)",412,20991,0.0196274593873565
"PD","1","[45,50)",31,14635,0.00211820977109669
"Diabetes","0","[40,45)",115,6031,0.0190681479025037
"Diabetes","0","[45,50)",308,11440,0.0269230769230769
"Depress","1","[65,70)",608,22599,0.0269038453028895
"Arthritis","1","[45,50)",409,14635,0.0279467031089853
"CVA","1","[60,65)",168,27399,0.00613161064272419
"PVD","1","[45,50)",337,14635,0.0230269900922446
"Cancer","1","[70,75)",234,5684,0.0411681914144968
"Anemia","1","[70,75)",124,5684,0.0218156228008445
"Vision","1","[60,65)",382,27399,0.0139421146757181
"Liver","0","[45,50)",42,11440,0.00367132867132867
"PVD","0","[60,65)",857,21827,0.0392632977504925
"Kidney","1","[55,60)",405,20464,0.0197908522283034
"Fatigue","0","[45,50)",124,11440,0.0108391608391608
"Fatigue","1","[70,75)",119,5684,0.020935960591133
"Depress","1","[70,75)",158,5684,0.0277973258268825
"Cancer","1","[55,60)",453,20464,0.0221364347146208
"Hearing","1","[70,75)",164,5684,0.0288529204785362
"Hearing","0","[50,55)",215,12800,0.016796875
"Chronpain","0","[45,50)",431,11440,0.0376748251748252
"Dementia","0","[70,75)",60,5525,0.0108597285067873
"Incont","1","[60,65)",528,27399,0.0192707763057046
"Liver","1","[65,70)",115,22599,0.00508872073985575
"Lung","0","[70,75)",436,5525,0.0789140271493213
"Fatigue","1","[40,45)",175,7159,0.0244447548540299
"Anemia","1","[60,65)",412,27399,0.0150370451476331
"Osteo","0","[65,70)",156,20991,0.00743175646705731
"AFIB","1","[45,50)",11,14635,0.00075162282200205
"Lung","0","[50,55)",472,12800,0.036875
"PerNeuro","0","[70,75)",18,5525,0.0032579185520362
"CAD","0","[45,50)",118,11440,0.0103146853146853
"CVA","1","[70,75)",93,5684,0.0163617171006334
"PVD","1","[70,75)",232,5684,0.0408163265306122
"PVD","0","[55,60)",481,15449,0.0311347012751634
"Dementia","1","[60,65)",126,27399,0.00459870798204314
"CAD","1","[50,55)",107,17563,0.00609235324261231
"Arthritis","0","[45,50)",481,11440,0.0420454545454545
"Incont","0","[65,70)",133,20991,0.00633604878281168
"Anxiety","1","[50,55)",195,17563,0.0111028867505551
"PerNeuro","1","[55,60)",19,20464,0.000928459734167318
"Kidney","0","[40,45)",46,6031,0.00762725916100149
"PerNeuro","0","[50,55)",23,12800,0.001796875
"Dementia","0","[65,70)",171,20991,0.00814634843504359
"PVD","0","[40,45)",103,6031,0.0170784281213729
"Dementia","1","[65,70)",118,22599,0.00522146997654763
"Vision","1","[50,55)",126,17563,0.00717417297728179
"Depress","0","[40,45)",194,6031,0.032167136461615
"CVA","0","[55,60)",115,15449,0.00744384749821995
"Anxiety","0","[50,55)",99,12800,0.007734375
"Hearing","0","[55,60)",278,15449,0.0179946922130882
"Anxiety","1","[70,75)",54,5684,0.00950035186488388
"Hearing","1","[65,70)",558,22599,0.0246913580246914
"Dementia","1","[70,75)",35,5684,0.0061576354679803
"Chronpain","0","[65,70)",733,20991,0.0349197275022629
"Dementia","0","[50,55)",83,12800,0.006484375
"Incont","0","[60,65)",68,21827,0.00311540752279287
"AFIB","1","[70,75)",49,5684,0.00862068965517241
"Incont","1","[45,50)",232,14635,0.0158524086094978
"Fatigue","0","[50,55)",151,12800,0.011796875
"Kidney","0","[45,50)",114,11440,0.00996503496503496
"PerNeuro","1","[40,45)",6,7159,0.000838105880709596
"PD","0","[50,55)",30,12800,0.00234375
"Diabetes","1","[70,75)",252,5684,0.0443349753694581
"Liver","1","[45,50)",25,14635,0.0017082336863683
"AFIB","1","[65,70)",196,22599,0.00867295013053675
"Anemia","1","[40,45)",203,7159,0.0283559156306747
"Incont","1","[70,75)",136,5684,0.023926812104152
"HF","1","[60,65)",52,27399,0.00189787948465272
"Osteo","0","[55,60)",69,15449,0.00446630849893197
"GaitAb","1","[70,75)",16,5684,0.00281491907107671
"Hearing","1","[45,50)",155,14635,0.0105910488554834
"Liver","0","[65,70)",111,20991,0.00528798056309847
"PD","1","[50,55)",39,17563,0.00222057735011103
"Anxiety","1","[55,60)",186,20464,0.00908913213448006
"CAD","1","[55,60)",218,20464,0.010652853792025
"CAD","1","[40,45)",10,7159,0.00139684313451599
"CVA","1","[40,45)",9,7159,0.00125715882106439
"Fatigue","0","[40,45)",72,6031,0.0119383186867849
"CVA","0","[45,50)",29,11440,0.00253496503496503
"Dementia","0","[60,65)",136,21827,0.00623081504558574
"HF","1","[65,70)",76,22599,0.00336298066286119
"Hearing","0","[45,50)",140,11440,0.0122377622377622
"Vision","1","[70,75)",152,5684,0.0267417311752287
"GaitAb","1","[45,50)",11,14635,0.00075162282200205
"Fatigue","1","[50,55)",395,17563,0.0224904629049707
"AFIB","0","[55,60)",108,15449,0.00699074373745874
"Diabetes","1","[40,45)",75,7159,0.01047632350887
"Anxiety","1","[65,70)",173,22599,0.0076552059825656
"Vision","1","[40,45)",36,7159,0.00502863528425758
"Muscular","1","[55,60)",27,20464,0.00131939014855356
"Anxiety","0","[65,70)",86,20991,0.004096993949788
"Thyroid","0","[40,45)",47,6031,0.00779306914276239
"Vision","0","[45,50)",74,11440,0.00646853146853147
"Liver","0","[55,60)",78,15449,0.00504887047705353
"PerNeuro","1","[70,75)",10,5684,0.00175932441942294
"HF","0","[70,75)",82,5525,0.014841628959276
"Dementia","1","[50,55)",69,17563,0.00392871377327336
"Incont","1","[40,45)",104,7159,0.0145271685989663
"Chronpain","1","[70,75)",259,5684,0.0455665024630542
"AFIB","0","[50,55)",57,12800,0.004453125
"Hearing","0","[40,45)",68,6031,0.0112750787597413
"CAD","0","[40,45)",27,6031,0.00447686950754435
"PD","1","[65,70)",143,22599,0.00632771361564671
"Dementia","1","[40,45)",16,7159,0.00223494901522559
"Osteo","0","[60,65)",96,21827,0.00439822238511935
"Lung","1","[40,45)",286,7159,0.0399497136471574
"Cancer","1","[40,45)",69,7159,0.00963821762816036
"Liver","0","[40,45)",28,6031,0.00464267948930526
"PD","0","[45,50)",21,11440,0.00183566433566434
"HF","0","[45,50)",20,11440,0.00174825174825175
"Muscular","1","[65,70)",37,22599,0.00163724058586663
"GaitAb","1","[60,65)",19,27399,0.000693455965546188
"Osteo","0","[45,50)",34,11440,0.00297202797202797
"Kidney","1","[40,45)",34,7159,0.00474926665735438
"CVA","1","[50,55)",68,17563,0.00387177589250128
"Anemia","0","[70,75)",131,5525,0.023710407239819
"Fatigue","0","[70,75)",74,5525,0.013393665158371
"Hearing","1","[40,45)",77,7159,0.0107556921357732
"Dementia","0","[45,50)",69,11440,0.00603146853146853
"AFIB","0","[70,75)",163,5525,0.0295022624434389
"PerNeuro","0","[60,65)",59,21827,0.00270307417418793
"Kidney","1","[45,50)",115,14635,0.00785787495729416
"PD","1","[60,65)",123,27399,0.00448921493485164
"HF","0","[50,55)",32,12800,0.0025
"PerNeuro","0","[65,70)",76,20991,0.00362059930446382
"Anxiety","0","[45,50)",78,11440,0.00681818181818182
"Liver","1","[60,65)",109,27399,0.00397824738129129
"PVD","1","[40,45)",171,7159,0.0238860176002235
"Liver","0","[60,65)",103,21827,0.00471892610070097
"Vision","0","[40,45)",23,6031,0.00381362958050075
"HF","1","[55,60)",29,20464,0.00141712275215012
"AFIB","1","[55,60)",42,20464,0.00205238467552776
"Liver","0","[50,55)",56,12800,0.004375
"GaitAb","0","[60,65)",28,21827,0.00128281486232648
"Anemia","0","[40,45)",37,6031,0.00613496932515337
"Depress","0","[70,75)",90,5525,0.016289592760181
"Muscular","0","[65,70)",34,20991,0.00161974179410223
"Thyroid","0","[70,75)",85,5525,0.0153846153846154
"CVA","0","[70,75)",113,5525,0.0204524886877828
"PerNeuro","1","[60,65)",21,27399,0.000766451330340523
"AFIB","0","[45,50)",33,11440,0.00288461538461538
"Anxiety","0","[55,60)",92,15449,0.00595507799857596
"Thyroid","0","[45,50)",100,11440,0.00874125874125874
"Muscular","0","[55,60)",30,15449,0.0019418732604052
"Osteo","1","[45,50)",52,14635,0.00355312606764605
"Muscular","1","[45,50)",10,14635,0.000683293474547318
"GaitAb","0","[50,55)",11,12800,0.000859375
"Liver","0","[70,75)",30,5525,0.00542986425339366
"PD","1","[55,60)",57,20464,0.00278537920250195
"Osteo","1","[40,45)",18,7159,0.00251431764212879
"Incont","0","[55,60)",41,15449,0.00265389345588711
"Muscular","0","[60,65)",24,21827,0.00109955559627984
"Osteo","0","[50,55)",37,12800,0.002890625
"PerNeuro","0","[55,60)",41,15449,0.00265389345588711
"Dementia","1","[55,60)",77,20464,0.00376270523846755
"Osteo","0","[70,75)",37,5525,0.00669683257918552
"PerNeuro","0","[40,45)",5,6031,0.00082904990880451
"PD","0","[70,75)",59,5525,0.0106787330316742
"Dementia","0","[40,45)",35,6031,0.00580334936163157
"CVA","1","[45,50)",45,14635,0.00307482063546293
"HF","1","[45,50)",6,14635,0.000409976084728391
"Incont","0","[50,55)",26,12800,0.00203125
"Incont","0","[45,50)",22,11440,0.00192307692307692
"Anxiety","0","[40,45)",39,6031,0.00646658928867518
"GaitAb","0","[70,75)",10,5525,0.00180995475113122
"Liver","1","[70,75)",24,5684,0.00422237860661506
"HF","1","[50,55)",18,17563,0.0010248818538974
"GaitAb","1","[55,60)",21,20464,0.00102619233776388
"PerNeuro","1","[50,55)",18,17563,0.0010248818538974
"Muscular","0","[45,50)",7,11440,0.000611888111888112
"Anxiety","0","[70,75)",23,5525,0.00416289592760181
"PD","1","[70,75)",30,5684,0.00527797325826882
"CVA","0","[40,45)",24,6031,0.00397943956226165
"PD","0","[55,60)",63,15449,0.00407793384685093
"Muscular","0","[50,55)",16,12800,0.00125
"GaitAb","0","[40,45)",3,6031,0.000497429945282706
"PD","1","[40,45)",11,7159,0.00153652744796759
"PD","0","[40,45)",6,6031,0.000994859890565412
"Muscular","1","[60,65)",29,27399,0.00105843278951787
"Muscular","1","[50,55)",21,17563,0.00119569549621363
"Incont","0","[40,45)",12,6031,0.00198971978113082
"Osteo","0","[40,45)",11,6031,0.00182390979936992
"Muscular","0","[40,45)",1,6031,0.000165809981760902
"Muscular","0","[70,75)",9,5525,0.0016289592760181
"Muscular","1","[40,45)",10,7159,0.00139684313451599
"PerNeuro","0","[45,50)",13,11440,0.00113636363636364
"GaitAb","1","[40,45)",9,7159,0.00125715882106439
"Muscular","1","[70,75)",11,5684,0.00193525686136524
"GaitAb","0","[45,50)",11,11440,0.000961538461538462
"HF","0","[40,45)",4,6031,0.000663239927043608
"AFIB","1","[40,45)",1,7159,0.000139684313451599
"Liver","1","[40,45)",8,7159,0.0011174745076128
"HF","1","[40,45)",1,7159,0.000139684313451599
